"","date","m1","m2","m3","m6","pfs12","y1","y2","y3","y4","y5"
"1",1961-01-01,1.9272,2.1828,2.286,2.55,"0.1346",2.783,3.134,3.365,3.595,3.632
"2",1961-02-01,2.4444,2.5284,2.628,2.8428,"-0.3416",2.974,3.102,3.311,3.463,3.488
"3",1961-03-01,2.1552,2.2644,2.424,2.6208,"-0.0524",2.896,2.91,3.147,3.276,3.442
"4",1961-04-01,1.902,2.1216,2.2356,2.406,"0.2444",2.872,3.053,3.211,3.118,3.346
"5",1961-05-01,2.262,2.3256,2.3676,2.6112,"-0.0492",2.929,3.21,3.42,3.248,3.538
"6",1961-06-01,2.0892,2.2128,2.2764,2.4468,"0.1261",2.998,3.257,3.513,3.628,3.628
"7",1961-07-01,1.5972,2.1216,2.2764,2.5284,"0.6875",2.89,3.155,3.628,3.63,3.638
"8",1961-08-01,1.9776,2.1828,2.3784,2.6988,"0.3946",3.048,3.253,3.628,3.803,3.662
"9",1961-09-01,1.9008,2.1828,2.256,2.7132,"0.5268",2.977,3.1,3.617,3.639,3.586
"10",1961-10-01,1.9524,2.142,2.3016,2.6364,"0.5387",2.937,3.166,3.503,3.509,3.682
"11",1961-11-01,2.13,2.4468,2.5776,2.832,"0.4068",2.97,3.305,3.618,3.526,3.78
"12",1961-12-01,2.4036,2.64,2.6892,2.9556,"0.1586",3.109,3.384,3.705,3.727,3.849
"13",1962-01-01,2.4192,2.6508,2.7612,2.9868,"0.1887",3.292,3.497,3.802,3.875,3.954
"14",1962-02-01,2.4444,2.6916,2.7408,2.94,"0.2007",3.135,3.246,3.472,3.591,3.705
"15",1962-03-01,2.6784,2.748,2.7864,2.9292,"-0.0028",2.887,3.145,3.322,3.511,3.58
"16",1962-04-01,2.6988,2.7216,2.7564,2.8824,"-0.0088",3.006,3.275,3.364,3.576,3.605
"17",1962-05-01,2.292,2.6868,2.73,2.8212,"0.4111",2.943,3.166,3.321,3.52,3.578
"18",1962-06-01,2.922,2.9304,2.9388,2.9808,"-0.1758",3.071,3.377,3.481,3.61,3.652
"19",1962-07-01,2.6472,2.7624,2.8932,3.0888,"0.1041",3.308,3.435,3.545,3.645,3.723
"20",1962-08-01,2.6424,2.7216,2.8476,3.012,"0.1428",3.034,3.164,3.345,3.467,3.538
"21",1962-09-01,2.6628,2.7732,2.7756,2.94,"0.1626",2.963,3.076,3.32,3.464,3.664
"22",1962-10-01,2.5008,2.4876,2.7504,2.8476,"0.3885",2.922,3.09,3.313,3.403,3.615
"23",1962-11-01,2.4348,2.8692,2.898,2.9808,"0.5251",2.922,3.198,3.372,3.428,3.535
"24",1962-12-01,2.952,2.9604,2.9544,3.006,"0.0523",2.978,3.204,3.38,3.409,3.491
"25",1963-01-01,2.8656,2.9448,2.97,3.0372,"0.1828",3.029,3.063,3.398,3.465,3.602
"26",1963-02-01,2.8104,2.9208,2.94,2.9916,"0.2841",2.961,3.108,3.4,3.493,3.651
"27",1963-03-01,2.8512,2.916,2.9496,3.0216,"0.3008",3.027,3.169,3.425,3.613,3.671
"28",1963-04-01,2.856,2.874,2.9496,3.0432,"0.3523",3.099,3.275,3.521,3.639,3.68
"29",1963-05-01,2.8092,3.012,3.0408,3.1296,"0.4372",3.15,3.281,3.55,3.686,3.737
"30",1963-06-01,2.9832,3.0024,3.0312,3.1152,"0.301",3.126,3.279,3.535,3.713,3.771
"31",1963-07-01,3.054,3.0576,3.3168,3.4656,"0.2657",3.487,3.619,3.663,3.804,3.839
"32",1963-08-01,3.1248,3.3744,3.4344,3.552,"0.2118",3.687,3.65,3.673,3.841,3.878
"33",1963-09-01,3.4296,3.414,3.414,3.5724,"-0.0726",3.697,3.665,3.685,3.855,3.919
"34",1963-10-01,3.348,3.2664,3.5268,3.6612,"0.0167",3.666,3.763,3.748,3.929,3.978
"35",1963-11-01,2.9676,3.4764,3.552,3.7128,"0.4035",3.792,3.802,3.786,3.9,3.946
"36",1963-12-01,3.4812,3.5208,3.5616,3.7236,"-0.0597",3.829,3.908,3.925,4.008,4.004
"37",1964-01-01,3.4188,3.4548,3.552,3.6816,"-0.002",3.789,3.893,3.939,3.943,3.984
"38",1964-02-01,3.5004,3.5832,3.654,3.8064,"-0.045",3.947,3.981,4.025,4.01,4.023
"39",1964-03-01,3.5268,3.5316,3.588,3.7956,"-0.0391",3.91,4.076,4.125,4.145,4.073
"40",1964-04-01,3.3132,3.45,3.5016,3.6516,"0.1961",3.783,3.978,4.047,4.082,4.077
"41",1964-05-01,3.2628,3.4404,3.5124,3.6048,"0.2918",3.832,3.918,3.964,4.021,3.979
"42",1964-06-01,3.4092,3.4764,3.5316,3.5892,"0.1958",3.78,3.779,3.894,3.972,3.977
"43",1964-07-01,3.2568,3.4608,3.5064,3.5892,"0.3792",3.759,3.664,3.868,3.97,4.006
"44",1964-08-01,3.3696,3.4956,3.4956,3.6456,"0.3088",3.813,3.734,3.902,3.991,4.022
"45",1964-09-01,3.522,3.522,3.6036,3.7956,"0.1906",3.897,3.797,3.939,3.995,3.991
"46",1964-10-01,3.4248,3.4704,3.588,3.7644,"0.3263",3.906,3.862,3.973,3.999,4.005
"47",1964-11-01,3.5724,3.7764,3.8532,4.0428,"0.2139",4.214,4.028,4.094,4.081,4.069
"48",1964-12-01,3.4248,3.7092,3.8796,4.002,"0.3793",4.05,3.933,3.975,3.999,4.076
"49",1965-01-01,3.882,3.894,3.9,4.0284,"-0.008",4.077,3.928,3.94,3.974,4.078
"50",1965-02-01,3.888,3.9756,4.0332,4.0392,"0.0398",4.204,4.034,3.997,4.002,4.121
"51",1965-03-01,3.786,3.9084,3.9924,4.08,"0.1892",4.14,4.026,4.024,4.003,4.101
"52",1965-04-01,3.8568,3.9348,3.9924,4.0284,"0.1709",4.098,4.024,4.039,4.019,4.117
"53",1965-05-01,3.8676,3.9252,3.9216,3.9564,"0.2254",4.077,4.03,4.036,4.017,4.12
"54",1965-06-01,3.7812,3.7812,3.864,3.8364,"0.3609",3.976,3.932,4.004,4.017,4.094
"55",1965-07-01,3.7656,3.822,3.864,3.9096,"0.4379",4.018,3.999,4.048,4.112,4.121
"56",1965-08-01,3.78,3.8736,3.8796,4.0848,"0.4884",4.172,4.087,4.145,4.165,4.154
"57",1965-09-01,3.984,3.9396,4.044,4.2816,"0.3628",4.346,4.246,4.264,4.268,4.248
"58",1965-10-01,3.8472,3.93,4.08,4.2552,"0.5971",4.352,4.255,4.282,4.343,4.32
"59",1965-11-01,3.786,4.0416,4.1976,4.3536,"0.732",4.436,4.291,4.398,4.432,4.395
"60",1965-12-01,4.2636,4.5168,4.56,4.7736,"0.2942",4.886,4.808,4.89,4.878,4.77
"61",1966-01-01,4.5276,4.6128,4.6776,4.758,"0.0472",4.92,4.824,4.901,4.905,4.826
"62",1966-02-01,4.4568,4.6896,4.7004,4.8468,"0.1193",4.98,4.9,4.945,4.994,4.952
"63",1966-03-01,4.416,4.5216,4.5912,4.7268,"0.1614",4.93,4.726,4.74,4.779,4.727
"64",1966-04-01,4.6404,4.6548,4.6896,4.7172,"-0.0927",4.99,4.832,4.858,4.84,4.797
"65",1966-05-01,4.4568,4.6236,4.674,4.9092,"-0.004",5.09,5.004,4.985,4.998,4.884
"66",1966-06-01,4.518,4.5168,4.5348,4.7172,"-0.166",5.106,5.078,5.12,5.113,5.007
"67",1966-07-01,4.5444,4.6548,4.7976,5.0184,"-0.2453",5.246,5.19,5.21,5.225,5.18
"68",1966-08-01,4.7208,4.9608,5.1456,5.7156,"-0.4832",5.931,5.84,5.766,5.8,5.56
"69",1966-09-01,5.154,5.3652,5.418,5.736,"-0.9884",6,5.391,5.387,5.318,5.147
"70",1966-10-01,4.7316,4.7052,5.3052,5.5992,"-0.6495",5.7,5.284,5.234,5.21,5.116
"71",1966-11-01,4.2636,5.0376,5.2476,5.3772,"-0.2303",5.438,5.354,5.334,5.308,5.195
"72",1966-12-01,4.4676,4.854,4.8936,5.0328,"-0.4406",5.013,4.79,4.876,4.733,4.684
"73",1967-01-01,4.5432,4.602,4.5852,4.6032,"-0.5268",4.611,4.493,4.565,4.627,4.551
"74",1967-02-01,4.4724,4.5984,4.6128,4.6392,"-0.4425",4.66,4.634,4.729,4.718,4.685
"75",1967-03-01,4.0596,4.0668,4.0632,4.1364,"-0.0132",4.14,4.126,4.235,4.33,4.365
"76",1967-04-01,3.5016,3.6192,3.7836,3.9048,"0.6255",4.03,4.337,4.502,4.612,4.631
"77",1967-05-01,3.2472,3.42,3.5064,3.8112,"1.0452",3.961,4.321,4.516,4.595,4.679
"78",1967-06-01,3.8832,3.9144,3.9972,4.458,"0.5872",5.061,4.921,5.051,5.174,5.253
"79",1967-07-01,3.8064,3.888,4.1976,4.7064,"0.7785",5.096,4.87,4.952,4.976,5.02
"80",1967-08-01,3.8568,4.2156,4.4484,4.9392,"0.8489",5.259,5.148,5.212,5.181,5.186
"81",1967-09-01,4.152,4.4244,4.464,5.1276,"0.6436",5.358,5.19,5.28,5.29,5.215
"82",1967-10-01,4.146,4.2408,4.5768,5.1792,"0.7335",5.518,5.559,5.53,5.524,5.563
"83",1967-11-01,4.188,4.5264,5.0328,5.6688,"0.7967",5.821,5.567,5.593,5.556,5.604
"84",1967-12-01,4.3404,4.8588,5.0892,5.6532,"0.6981",5.944,5.701,5.709,5.689,5.589
"85",1968-01-01,4.7052,4.812,4.9608,5.1324,"0.4796",5.47,5.313,5.403,5.436,5.392
"86",1968-02-01,4.6704,5.0376,5.1048,5.2884,"0.6157",5.529,5.367,5.578,5.506,5.385
"87",1968-03-01,5.028,5.166,5.1816,5.3568,"0.3387",5.686,5.504,5.685,5.715,5.54
"88",1968-04-01,5.4852,5.4312,5.6076,5.7936,"-0.0655",5.91,5.62,5.855,5.867,5.684
"89",1968-05-01,5.3832,5.718,5.7312,5.8608,"0.0895",6.057,5.785,5.787,5.81,5.637
"90",1968-06-01,5.2572,5.3556,5.3928,5.5284,"0.2537",5.9,5.528,5.552,5.539,5.374
"91",1968-07-01,5.256,5.088,5.2584,5.3664,"0.3566",5.395,5.321,5.102,5.121,5.089
"92",1968-08-01,4.9356,5.1852,5.1708,5.34,"0.8149",5.362,5.13,5.117,5.111,5.168
"93",1968-09-01,5.1588,5.1696,5.1552,5.4072,"0.7351",5.373,5.334,5.196,5.134,5.185
"94",1968-10-01,5.4084,5.1144,5.5404,5.6472,"0.6341",5.625,5.445,5.282,5.222,5.318
"95",1968-11-01,4.8336,5.2836,5.5452,5.7,"1.315",5.815,5.559,5.375,5.366,5.488
"96",1968-12-01,6.096,6.228,6.2448,6.4608,"0.1868",6.487,6.294,6.056,6.258,6.329
"97",1969-01-01,5.9208,5.9568,6.306,6.4872,"0.4193",6.096,6.139,5.989,5.82,6.058
"98",1969-02-01,5.6376,6.1272,6.3684,6.5568,"0.8274",6.652,6.296,6.358,6.169,6.288
"99",1969-03-01,5.664,6.036,5.9532,6.1188,"0.8562",6.489,5.996,6.149,6.115,6.273
"100",1969-04-01,6.1212,5.9472,5.9724,6.0756,"0.4612",6.179,6.073,6.107,5.949,6.202
"101",1969-05-01,5.8416,5.9688,6.1692,6.3324,"0.7731",6.48,6.465,6.507,6.372,6.528
"102",1969-06-01,6.4776,6.3672,6.3948,6.9348,"0.1856",7.355,7.011,7.022,6.796,6.848
"103",1969-07-01,6.9108,6.408,7.0548,7.2132,"-0.2951",7.338,7.257,7.113,6.843,6.776
"104",1969-08-01,6.6564,6.9624,7.0656,7.254,"-0.1256",7.637,7.285,7.186,7.015,6.953
"105",1969-09-01,6.942,7.2132,7.0704,7.4316,"-0.4435",7.799,7.813,7.769,7.83,7.861
"106",1969-10-01,6.6816,6.7152,7.044,7.5156,"-0.277",7.369,7.223,7.195,7.227,7.118
"107",1969-11-01,6.444,7.158,7.488,7.86,"-0.157",7.883,7.458,7.514,7.467,7.416
"108",1969-12-01,6.7836,7.7856,7.9716,8.2548,"-0.663",8.024,8.112,8.157,8.19,7.968
"109",1970-01-01,7.4196,7.704,8.0136,7.9272,"-1.4946",8,7.985,8.059,8.082,8.061
"110",1970-02-01,6.3,6.9516,6.9264,6.9828,"-0.655",6.919,7.019,7.025,7.158,7.14
"111",1970-03-01,6.4104,6.342,6.4932,6.6516,"-1.0168",6.606,6.907,6.858,7.13,7.047
"112",1970-04-01,6.5088,6.8448,6.9768,7.2336,"-1.3657",7.487,7.575,7.73,7.81,7.736
"113",1970-05-01,6.4236,6.588,6.942,6.93,"-1.5167",7.435,7.738,7.6,7.67,7.601
"114",1970-06-01,5.9076,6.3372,6.5964,6.6672,"-1.187",7.187,7.449,7.565,7.623,7.538
"115",1970-07-01,5.892,6.4188,6.312,6.5052,"-1.2457",6.806,7.182,7.313,7.48,7.368
"116",1970-08-01,6.2688,6.2748,6.3012,6.5556,"-1.692",6.796,7.008,7.187,7.359,7.25
"117",1970-09-01,5.8152,5.6868,5.9208,6.5772,"-1.3937",6.59,6.551,6.824,6.973,7.046
"118",1970-10-01,5.2704,5.5896,5.8656,6.2052,"-0.9562",6.32,6.506,6.7,6.847,6.872
"119",1970-11-01,4.4472,4.8948,4.9656,5.0544,"-0.2398",5.096,5.31,5.632,5.82,5.901
"120",1970-12-01,4.4364,4.7352,4.9092,4.95,"-0.2867",4.883,5.399,5.765,5.809,5.918
"121",1971-01-01,4.0596,4.1592,4.1712,4.2756,"-0.0005",4.31,4.643,5.234,5.6,5.651
"122",1971-02-01,3.2832,3.3384,3.4044,3.5952,"0.698",3.772,4.28,4.835,5.152,5.302
"123",1971-03-01,3.4044,3.486,3.6288,3.744,"0.5628",3.756,4.144,4.51,4.814,4.976
"124",1971-04-01,3.6744,3.96,3.9672,4.2456,"0.2992",4.549,5.214,5.704,5.795,5.971
"125",1971-05-01,4.188,4.3224,4.3464,4.4016,"-0.2466",4.889,5.41,5.845,5.837,6.204
"126",1971-06-01,5.016,4.9656,5.2836,5.2836,"-1.1403",6.056,6.262,6.672,6.609,6.78
"127",1971-07-01,5.058,5.2932,5.3568,5.7684,"-1.2984",6.11,6.311,6.727,6.823,6.889
"128",1971-08-01,4.4052,4.4496,4.3704,4.8468,"-0.7745",5.267,5.444,5.707,5.798,6.02
"129",1971-09-01,4.5276,4.434,4.6272,4.9656,"-0.9053",5.268,5.394,5.647,5.766,5.961
"130",1971-10-01,3.9888,4.1904,4.362,4.4892,"-0.3749",4.586,4.957,5.205,5.427,5.657
"131",1971-11-01,3.7548,4.2,4.3872,4.5048,"-0.0951",4.739,5.057,5.281,5.494,5.72
"132",1971-12-01,3.3492,3.6396,3.726,4.0224,"0.4072",4.179,4.826,5.076,5.2,5.425
"133",1972-01-01,3.1248,3.21,3.3372,3.7128,"0.7579",4.124,4.802,5.328,5.476,5.715
"134",1972-02-01,3.1152,3.2616,3.4908,3.8268,"0.9679",4.288,4.766,5.242,5.438,5.661
"135",1972-03-01,3.4812,3.7104,3.8076,4.3848,"0.807",4.934,5.524,5.776,5.871,5.995
"136",1972-04-01,3.288,3.3744,3.6036,3.9408,"1.1994",4.51,5.108,5.524,5.64,5.794
"137",1972-05-01,3.3996,3.6288,3.8388,4.23,"1.3124",4.627,4.944,5.377,5.557,5.711
"138",1972-06-01,3.6228,3.8832,4.074,4.3848,"1.3495",5.248,5.432,5.698,5.851,5.905
"139",1972-07-01,3.5112,3.618,3.8076,4.3752,"1.7785",4.946,5.244,5.663,5.858,5.887
"140",1972-08-01,4.3044,4.302,4.602,5.0592,"1.3814",5.482,5.63,5.888,6.113,6.079
"141",1972-09-01,4.4268,4.578,4.536,5.2572,"1.6204",5.644,5.787,5.928,6.005,6.051
"142",1972-10-01,4.5384,4.6392,4.7604,5.1216,"1.7555",5.537,5.754,5.933,6.083,6.09
"143",1972-11-01,4.9152,4.7412,4.9452,5.2716,"1.5823",5.392,5.64,5.806,6.01,6.004
"144",1972-12-01,4.8648,5.1096,5.1612,5.4132,"1.848",5.525,5.916,5.989,6.06,6.167
"145",1973-01-01,5.5296,5.5884,5.724,5.9016,"1.3907",6.144,6.209,6.277,6.371,6.299
"146",1973-02-01,5.5764,5.64,5.9424,6.1104,"1.514",6.404,6.517,6.58,6.609,6.589
"147",1973-03-01,5.8716,6.3576,6.498,6.948,"1.3672",6.93,6.799,6.696,6.632,6.647
"148",1973-04-01,5.9832,6.2136,6.312,6.6996,"1.4721",6.701,6.631,6.631,6.55,6.568
"149",1973-05-01,6.5232,6.6336,6.9804,7.1688,"1.164",6.944,6.729,6.617,6.542,6.594
"150",1973-06-01,7.4316,7.4628,7.62,7.8528,"0.3709",7.556,6.964,6.879,6.71,6.717
"151",1973-07-01,8.2644,8.3136,8.3712,8.5236,"-0.4405",8.626,7.961,7.793,7.831,7.639
"152",1973-08-01,8.6412,8.598,8.82,8.9304,"-0.8673",8.367,7.657,7.245,7.127,7.049
"153",1973-09-01,7.3872,7.2696,7.0944,7.7256,"0.4377",7.66,6.959,6.603,6.584,6.539
"154",1973-10-01,6.9816,6.948,7.3896,7.4688,"0.7413",7.122,6.721,6.64,6.672,6.632
"155",1973-11-01,7.4988,7.5312,7.4244,7.9368,"0.2122",7.424,6.693,6.605,6.597,6.607
"156",1973-12-01,7.3548,7.4832,7.5768,7.6284,"0.3435",7.124,6.689,6.631,6.657,6.682
"157",1974-01-01,7.5708,7.512,7.6044,7.4004,"0.0587",6.885,6.669,6.709,6.748,6.741
"158",1974-02-01,7.3572,7.4796,7.59,7.5372,"0.0958",7.021,6.814,6.689,6.794,6.806
"159",1974-03-01,8.4696,8.4816,8.442,8.4432,"-1.2474",8.115,7.683,7.574,7.498,7.413
"160",1974-04-01,8.766,8.8584,9.0828,8.904,"-1.8104",8.67,8.147,8.057,8.007,7.937
"161",1974-05-01,7.9068,7.9572,8.2296,8.5392,"-1.2612",8.315,7.971,7.937,7.9,7.729
"162",1974-06-01,7.6884,7.7832,7.4652,8.148,"-1.2972",8.608,8.27,8.139,8.213,8.074
"163",1974-07-01,7.6644,7.728,7.7604,8.1324,"-1.4433",8.657,8.367,8.321,8.334,8.186
"164",1974-08-01,9.2532,9.2136,9.1008,9.7368,"-3.1723",9.677,8.656,8.415,8.319,8.376
"165",1974-09-01,6.1632,6.3972,6.186,7.4712,"-0.3668",7.892,8.035,7.812,7.87,7.837
"166",1974-10-01,6.8388,6.672,7.9764,7.9908,"-1.0365",7.641,7.703,7.721,7.764,7.773
"167",1974-11-01,7.3464,7.5,7.5996,7.7676,"-1.6689",7.511,7.193,7.31,7.321,7.389
"168",1974-12-01,6.5292,6.7956,7.05,7.2216,"-1.0629",6.875,7.169,7.145,7.141,7.092
"169",1975-01-01,5.4528,5.5356,5.7564,5.9856,"-0.0998",6.083,6.641,6.841,7.026,7.155
"170",1975-02-01,4.5876,5.2524,5.4684,5.7144,"0.6832",5.862,6.203,6.499,6.608,6.937
"171",1975-03-01,5.2704,5.4756,5.6232,5.88,"-0.0055",6.19,6.684,6.972,7.204,7.293
"172",1975-04-01,5.046,5.334,5.5716,6.0768,"0.1782",6.664,7.381,7.709,7.851,7.85
"173",1975-05-01,4.854,5.1192,5.2632,5.5476,"0.3397",6,6.774,7.093,7.282,7.412
"174",1975-06-01,5.6472,5.8236,5.94,6.2664,"-0.4365",6.701,7.061,7.337,7.291,7.597
"175",1975-07-01,5.982,6.0168,6.3084,6.8868,"-0.801",7.168,7.537,7.767,7.73,7.833
"176",1975-08-01,5.8392,6.2304,6.4668,7.0536,"-0.7311",7.299,7.646,7.779,7.864,7.975
"177",1975-09-01,6.234,6.4992,6.546,7.1664,"-1.2133",7.531,8.004,8.016,8.251,8.11
"178",1975-10-01,5.3412,5.352,5.7156,5.8296,"-0.4187",6.149,6.908,7.109,7.287,7.539
"179",1975-11-01,4.812,5.6208,5.622,6.1212,"0.0596",6.42,7.133,7.319,7.35,7.705
"180",1975-12-01,5.1696,5.1276,5.2404,5.5584,"-0.3345",5.974,6.614,6.948,7.119,7.354
"181",1976-01-01,4.4664,4.5252,4.7904,5.1,"0.2889",5.515,6.316,6.872,7.163,7.379
"182",1976-02-01,4.5168,4.9044,5.0784,5.6316,"0.2452",6.011,6.665,7.042,7.19,7.332
"183",1976-03-01,4.782,4.872,4.986,5.442,"-0.0275",5.993,6.616,6.932,7.16,7.289
"184",1976-04-01,4.68,4.71,4.986,5.412,"0.0507",5.982,6.561,6.873,7.009,7.264
"185",1976-05-01,5.058,5.4768,5.5812,6.0588,"-0.3518",6.647,7.216,7.394,7.528,7.617
"186",1976-06-01,5.2908,5.3316,5.4252,5.868,"-0.6033",6.342,6.916,7.104,7.355,7.462
"187",1976-07-01,5.1072,5.0856,5.2632,5.6304,"-0.452",6.018,6.653,6.903,7.158,7.266
"188",1976-08-01,4.7904,5.0976,5.1492,5.4732,"-0.1157",5.822,6.477,6.663,6.983,7.162
"189",1976-09-01,5.0556,5.0976,5.1276,5.4336,"-0.3248",5.722,6.222,6.567,6.727,7.006
"190",1976-10-01,4.7304,4.7592,4.9752,5.184,"0.0674",5.423,5.954,6.23,6.471,6.727
"191",1976-11-01,4.374,4.464,4.4928,4.6644,"0.5153",4.915,5.326,5.604,5.857,6.052
"192",1976-12-01,4.212,4.3416,4.4016,4.602,"0.774",4.768,5.299,5.682,5.771,6.089
"193",1977-01-01,4.5468,4.608,4.7904,5.13,"0.5579",5.587,6.077,6.481,6.712,6.754
"194",1977-02-01,4.4268,4.638,4.7916,5.058,"0.8148",5.458,5.988,6.413,6.759,6.876
